iter	Logloss
715	0.284039009
716	0.2840004039
717	0.2839039948
718	0.2838006276
719	0.2837599357
720	0.2836065121
721	0.2835604901
722	0.2834944376
723	0.2834513762
724	0.2833550009
725	0.2832266224
726	0.2830429583
727	0.2828545609
728	0.2827439247
729	0.2826993247
730	0.2826065947
731	0.2823408334
732	0.2822354745
733	0.2821051004
734	0.2820666278
735	0.2819555968
736	0.2818445306
737	0.2817501217
738	0.2813565428
739	0.2812501415
740	0.2811940375
741	0.2809918162
742	0.2809439338
743	0.2804316246
744	0.2803768459
745	0.280209421
746	0.2801436548
747	0.2801001076
748	0.2798859666
749	0.2796567656
750	0.2796189598
751	0.27944795
752	0.2793605834
753	0.2792228933
754	0.2790615613
755	0.2789985745
756	0.2789496729
757	0.2788827524
758	0.278805733
759	0.2787645946
760	0.2787234143
761	0.2786786054
762	0.2786359455
763	0.2784495773
764	0.2782831066
765	0.2782346706
766	0.2781917568
767	0.2781034762
768	0.2780632479
769	0.2779951349
770	0.2778871372
771	0.277845543
772	0.2778068012
773	0.2777248412
774	0.2776640481
775	0.2775666463
776	0.2775281406
777	0.2774510411
778	0.2773026225
779	0.2771674915
780	0.2771249227
781	0.2770887267
782	0.2770251961
783	0.2769576771
784	0.2768641465
785	0.2767663138
786	0.2767318091
787	0.2766310371
788	0.2764495964
789	0.276414487
790	0.2763836359
791	0.2762941932
792	0.2762239744
793	0.2761846679
794	0.2759233738
795	0.2758912831
796	0.2758486149
797	0.2757838308
798	0.2757228385
799	0.2755697534
800	0.27553007
801	0.2754043757
802	0.2753218345
803	0.2751602799
804	0.2749888628
805	0.2749263104
806	0.2748857386
807	0.2748400385
808	0.2747547164
809	0.2746422368
810	0.274489613
811	0.2743965548
812	0.2743527007
813	0.2741897285
814	0.2741517736
815	0.2740547244
816	0.2739393271
817	0.2739006538
818	0.2738380354
819	0.2737971476
820	0.2733464556
821	0.2732875019
822	0.2731231867
823	0.2730784389
824	0.2729292761
825	0.272820121
826	0.2725315122
827	0.2723919253
828	0.2723007722
829	0.2721811091
830	0.2721207838
831	0.2720357368
832	0.2719726229
833	0.27183143
834	0.2717922006
835	0.2716601153
836	0.2715556172
837	0.2714938129
838	0.2714323577
839	0.2713275514
840	0.2712919582
841	0.2711604516
842	0.2711043449
843	0.2706036502
844	0.270537201
845	0.2704035232
846	0.270366936
847	0.2703323566
848	0.2702460322
849	0.2702052794
850	0.2701344595
851	0.2700605708
852	0.2699120499
853	0.269757393
854	0.2697177122
855	0.2696262049
856	0.2694574567
857	0.2693938834
858	0.269212352
859	0.2691735769
860	0.2690401164
861	0.2689109377
862	0.2687859249
863	0.2686933963
864	0.2686558995
865	0.2686192465
866	0.2684304613
867	0.268392353
868	0.2683451957
869	0.2683098855
870	0.2682022734
871	0.2680391204
872	0.2678857116
873	0.267747419
874	0.2676113598
875	0.2675304504
876	0.267446183
877	0.2672625885
878	0.2672222386
879	0.2671587904
880	0.267123786
881	0.2670481589
882	0.2668950852
883	0.266850565
884	0.2666950711
885	0.2666587126
886	0.2666245651
887	0.26650645
888	0.2664649611
889	0.265982202
890	0.265931586
891	0.2658600638
892	0.2658241873
893	0.2656953888
894	0.2656111361
895	0.2655789038
896	0.2655404057
897	0.2654438531
898	0.265404766
899	0.2651934791
900	0.2651348139
901	0.2650732307
902	0.2649499919
903	0.2647884367
904	0.2647123147
905	0.2645651998
906	0.2645305722
907	0.2643928411
908	0.2643573479
909	0.2643257611
910	0.2642633769
911	0.2641554264
912	0.2641188072
913	0.2639983535
914	0.2639672643
915	0.2638813779
916	0.2637261251
917	0.2636191966
918	0.2635584822
919	0.2633196225
920	0.263255729
921	0.2632215356
922	0.2630808128
923	0.2630044328
924	0.2629182927
925	0.2627063298
926	0.2625687154
927	0.2625337944
928	0.262476709
929	0.2623721021
930	0.2622717531
931	0.2618637028
932	0.2617638184
933	0.2617299424
934	0.2616699387
935	0.2615149572
936	0.2614468184
937	0.2613533898
938	0.2612837127
939	0.260970138
940	0.2607894679
941	0.2606889866
942	0.2606502011
943	0.2606140204
944	0.2604911027
945	0.2604185687
946	0.2602954508
947	0.259961601
948	0.2598644076
949	0.2598097348
950	0.2597739692
951	0.2597387427
952	0.2595708915
953	0.2594824419
954	0.2594467887
955	0.2592970864
956	0.2592669455
957	0.2591214637
958	0.2589855458
959	0.2589287383
960	0.258893987
961	0.2588587712
962	0.2586698135
963	0.2585825009
964	0.2585286205
965	0.2584561657
966	0.258371267
967	0.2582077883
968	0.2581767532
969	0.2581420117
970	0.2581138646
971	0.2576717434
972	0.2575932108
973	0.2575131327
974	0.2574423603
975	0.257363161
976	0.2567839872
977	0.2567387043
978	0.2567059429
979	0.2561904477
980	0.2561556485
981	0.2560354907
982	0.2559011249
983	0.255817182
984	0.2555073617
985	0.2554495873
986	0.2553524492
987	0.2552926639
988	0.2552604376
989	0.2551710236
990	0.2550755778
991	0.2549959823
992	0.2549149908
993	0.2545286589
994	0.2544747572
995	0.2542434588
996	0.2542049478
997	0.2541711804
998	0.2540185773
999	0.2539375496
